stratifications,stratifying_by,n_unsuppressed_estimates,estimate_range,ethnicity,race,sex,education,poverty,FMD_prev_1993,FMD_prev_1993_rank,FMD_prev_2019,FMD_prev_2019_rank,FMD_prev_change_1993_2019,FMD_prev_annual_change,FMD_prev_annual_change_rank,FMD_ineq_abs_1993,FMD_ineq_abs_1993_rank,FMD_ineq_abs_2019,FMD_ineq_abs_2019_rank,FMD_ineq_abs_change_1993_2019,FMD_ineq_abs_annual_change,FMD_ineq_abs_annual_change_rank,FMD_ineq_mult_1993,FMD_ineq_mult_1993_rank,FMD_ineq_mult_2019,FMD_ineq_mult_2019_rank,FMD_ineq_mult_change_1993_2019,FMD_ineq_mult_annual_change,FMD_ineq_mult_annual_change_rank
4,"Ethnicity, Sex, Education, Poverty Status",25,1993-2019,Hispanic,All,Female,<HS,In Poverty,15 (95% CI: 8.56 to 23),10,13 (95% CI: 10.1 to 16.5),5,-1.97,-0.0756,2,9.23 (95% CI: 2.92 to 17.1),10,2.5 (95% CI: -0.668 to 6.09),500,-6.73,-0.259,2,160 (95% CI: 49.3 to 289),10,23.7 (95% CI: -6.18 to 57.6),5,-136,93.4,2
4,"Ethnicity, Sex, Education, Poverty Status",26,1993-2019,Hispanic,All,Female,>=HS,Not In Poverty,8.02 (95% CI: 5.87 to 10.3),3,14.2 (95% CI: 12.2 to 16.4),6,6.2,0.238,8,2.24 (95% CI: 0.0704 to 4.59),3,3.67 (95% CI: 1.65 to 5.87),600,1.43,0.055,9,39 (95% CI: 1.28 to 80.7),3,34.9 (95% CI: 15.2 to 55.3),6,-4.17,98.6,8
4,"Ethnicity, Sex, Education, Poverty Status",22,1994-2019,Hispanic,All,Male,>=HS,In Poverty,NA,NA,14.4 (95% CI: 11.1 to 18.3),7,NA,0.24,9,NA,NA,3.85 (95% CI: 0.427 to 7.88),700,NA,0.0499,8,NA,NA,36.5 (95% CI: 3.99 to 74.5),7,NA,95.8,4
4,"Ethnicity, Sex, Education, Poverty Status",26,1993-2019,Non-Hispanic,All,Female,>=HS,Not In Poverty,8.99 (95% CI: 8.49 to 9.45),5,14.7 (95% CI: 14.3 to 15.2),8,5.76,0.222,7,3.21 (95% CI: 2.6 to 3.85),5,4.21 (95% CI: 3.58 to 4.83),800,0.991,0.0381,7,55.9 (95% CI: 44.1 to 70.8),5,39.9 (95% CI: 33.1 to 46.9),8,-15.9,99.4,10
4,"Ethnicity, Sex, Education, Poverty Status",25,1993-2019,Hispanic,All,Female,<HS,Not In Poverty,9.41 (95% CI: 4.99 to 15),6,16.6 (95% CI: 10.1 to 24.6),9,7.21,0.277,10,3.64 (95% CI: -0.77 to 9.07),6,6.07 (95% CI: -0.364 to 14),900,2.44,0.0938,10,63.2 (95% CI: -13.4 to 160),6,57.7 (95% CI: -3.48 to 133),9,-5.45,98,7
4,"Ethnicity, Sex, Education, Poverty Status",26,1993-2019,Hispanic,All,Female,>=HS,In Poverty,16.5 (95% CI: 10.1 to 25.1),12,18.6 (95% CI: 15.1 to 22.5),10,2.04,0.0784,3,10.8 (95% CI: 4.33 to 19.3),12,8.03 (95% CI: 4.54 to 11.9),1000,-2.73,-0.105,3,187 (95% CI: 75.7 to 335),12,76.3 (95% CI: 42.2 to 113),10,-110,97,5
4,"Ethnicity, Sex, Education, Poverty Status",26,1993-2019,Non-Hispanic,All,Male,<HS,Not In Poverty,8.86 (95% CI: 6.93 to 10.9),4,20.8 (95% CI: 17.9 to 23.7),11,11.9,0.459,11,3.09 (95% CI: 1.2 to 5.21),4,10.2 (95% CI: 7.43 to 13.3),1100,7.15,0.275,11,53.6 (95% CI: 21.2 to 93.1),4,97.2 (95% CI: 70 to 127),11,43.6,100,16
4,"Ethnicity, Sex, Education, Poverty Status",26,1993-2019,Non-Hispanic,All,Male,>=HS,In Poverty,13.1 (95% CI: 11 to 15.7),7,25.2 (95% CI: 23.4 to 26.9),12,12,0.462,12,7.38 (95% CI: 5.05 to 9.9),7,14.6 (95% CI: 12.8 to 16.4),1200,7.25,0.279,12,128 (95% CI: 85 to 174),7,139 (95% CI: 119 to 158),12,10.8,99.7,11
4,"Ethnicity, Sex, Education, Poverty Status",26,1993-2019,Non-Hispanic,All,Female,<HS,Not In Poverty,14 (95% CI: 12 to 15.9),8,28.6 (95% CI: 24.7 to 32.8),13,14.6,0.562,15,8.19 (95% CI: 6.17 to 10.1),8,18 (95% CI: 14.1 to 22.5),1300,9.84,0.378,15,142 (95% CI: 104 to 180),8,171 (95% CI: 132 to 213),13,28.9,99.9,13
4,"Ethnicity, Sex, Education, Poverty Status",26,1993-2019,Non-Hispanic,All,Male,<HS,In Poverty,17.2 (95% CI: 13.4 to 21.7),13,29.4 (95% CI: 25.3 to 33.1),14,12.1,0.467,13,11.4 (95% CI: 7.7 to 16),13,18.8 (95% CI: 14.7 to 22.6),1400,7.38,0.284,13,198 (95% CI: 129 to 278),13,179 (95% CI: 141 to 215),14,-19.8,98.9,9
4,"Ethnicity, Sex, Education, Poverty Status",26,1993-2019,Non-Hispanic,All,Female,>=HS,In Poverty,15.7 (95% CI: 13.9 to 17.8),11,30.2 (95% CI: 28.9 to 31.7),15,14.5,0.556,14,9.97 (95% CI: 7.89 to 12.1),11,19.7 (95% CI: 18.3 to 21.1),1500,9.69,0.373,14,173 (95% CI: 137 to 211),11,187 (95% CI: 171 to 204),15,13.6,99.8,12
4,"Ethnicity, Sex, Education, Poverty Status",26,1993-2019,Non-Hispanic,All,Female,<HS,In Poverty,19 (95% CI: 16.7 to 21.5),14,38.8 (95% CI: 35.1 to 42.5),16,19.8,0.761,16,13.2 (95% CI: 10.9 to 15.8),14,28.2 (95% CI: 24.6 to 31.8),1600,15,0.578,16,229 (95% CI: 186 to 279),14,268 (95% CI: 231 to 307),16,38.8,100,15
4,"Race, Ethnicity, Education, Poverty Status",25,1993-2019,Hispanic,White,All,<HS,Not In Poverty,10.5 (95% CI: 5.49 to 16.3),4,9.32 (95% CI: 6.25 to 13.1),1,-1.21,-0.0464,3,3.2 (95% CI: -1.78 to 8.99),4,-3.19 (95% CI: -6.2 to 0.692),100,-6.4,-0.246,3,43.8 (95% CI: -24.1 to 124),4,-25.5 (95% CI: -49.5 to 5.62),1,-69.3,96,4
4,"Race, Ethnicity, Education, Poverty Status",26,1993-2019,Hispanic,White,All,>=HS,Not In Poverty,6.8 (95% CI: 5.26 to 8.63),1,12.5 (95% CI: 11 to 14.1),2,5.67,0.218,8,-0.522 (95% CI: -2.1 to 1.37),1,-0.0475 (95% CI: -1.47 to 1.59),200,0.475,0.0183,8,-7.05 (95% CI: -28.5 to 18.6),1,-0.365 (95% CI: -11.5 to 12.8),2,6.69,99.4,9
4,"Race, Ethnicity, Education, Poverty Status",26,1993-2019,Hispanic,White,All,<HS,In Poverty,20.7 (95% CI: 12.1 to 33.2),12,12.5 (95% CI: 9.77 to 15.1),3,-8.23,-0.317,1,13.4 (95% CI: 4.66 to 25.9),12,-0.0273 (95% CI: -2.8 to 2.58),300,-13.4,-0.516,2,183 (95% CI: 63.2 to 354),12,-0.208 (95% CI: -22.1 to 20.5),3,-183,93.6,2
4,"Race, Ethnicity, Education, Poverty Status",26,1993-2019,Non-Hispanic,White,All,>=HS,Not In Poverty,7.32 (95% CI: 6.98 to 7.66),2,12.5 (95% CI: 12.2 to 12.8),4,5.19,0.2,5,0 (95% CI: 0 to 0),2,0 (95% CI: 0 to 0),400,0,0,5,0 (95% CI: 0 to 0),2,0 (95% CI: 0 to 0),4,0,100,12
4,"Race, Ethnicity, Education, Poverty Status",26,1993-2019,Non-Hispanic,Black,All,>=HS,Not In Poverty,7.71 (95% CI: 6.7 to 8.8),3,13.3 (95% CI: 12.3 to 14.2),5,5.56,0.214,6,0.39 (95% CI: -0.652 to 1.54),3,0.76 (95% CI: -0.24 to 1.83),500,0.37,0.0142,6,5.39 (95% CI: -8.88 to 21.4),3,6.09 (95% CI: -1.91 to 14.6),5,0.701,99.8,11
4,"Race, Ethnicity, Education, Poverty Status",19,1994-2019,Hispanic,Black,All,>=HS,Not In Poverty,NA,NA,14.5 (95% CI: 9.54 to 20.9),6,NA,0.0463,4,NA,NA,1.98 (95% CI: -3.07 to 8.15),600,NA,-0.162,4,NA,NA,15.8 (95% CI: -24.9 to 65.9),6,NA,94.9,3
4,"Race, Ethnicity, Education, Poverty Status",26,1993-2019,Hispanic,White,All,>=HS,In Poverty,11.4 (95% CI: 6.87 to 16.9),6,17 (95% CI: 14.5 to 19.8),7,5.58,0.215,7,4.1 (95% CI: -0.411 to 9.56),6,4.49 (95% CI: 1.93 to 7.34),700,0.393,0.0151,7,56.1 (95% CI: -5.81 to 128),6,35.9 (95% CI: 15.2 to 58.4),7,-20.1,97.4,5
4,"Race, Ethnicity, Education, Poverty Status",9,2009-2019,Hispanic,Black,All,<HS,In Poverty,NA,NA,17.1 (95% CI: 8.81 to 25.7),8,NA,0.713,14,NA,NA,4.55 (95% CI: -3.5 to 13.3),800,NA,0.31,12,NA,NA,36.4 (95% CI: -28.1 to 108),8,NA,98.2,6
4,"Race, Ethnicity, Education, Poverty Status",12,2008-2019,Hispanic,Black,All,>=HS,In Poverty,NA,NA,18.2 (95% CI: 11.1 to 28.7),9,NA,-0.173,2,NA,NA,5.68 (95% CI: -1.41 to 16.1),900,NA,-0.527,1,NA,NA,45.4 (95% CI: -11.1 to 126),9,NA,84.8,1
4,"Race, Ethnicity, Education, Poverty Status",26,1993-2019,Non-Hispanic,Black,All,<HS,Not In Poverty,12.3 (95% CI: 8.74 to 16.6),7,19.9 (95% CI: 14.2 to 26),10,7.6,0.292,11,4.98 (95% CI: 1.4 to 9.26),7,7.39 (95% CI: 1.61 to 13.5),1000,2.41,0.0927,11,68.1 (95% CI: 19.1 to 126),7,59.1 (95% CI: 12.8 to 108),10,-9.02,98.9,8
4,"Race, Ethnicity, Education, Poverty Status",26,1993-2019,Non-Hispanic,Black,All,>=HS,In Poverty,13.3 (95% CI: 10.6 to 15.9),8,20.9 (95% CI: 18.7 to 23.3),11,7.6,0.292,10,6 (95% CI: 3.45 to 8.51),8,8.41 (95% CI: 6.09 to 10.8),1100,2.41,0.0926,10,82.1 (95% CI: 47.1 to 118),8,67.3 (95% CI: 48.3 to 86.7),11,-14.9,99.4,10
4,"Race, Ethnicity, Education, Poverty Status",26,1993-2019,Non-Hispanic,Black,All,<HS,In Poverty,17.2 (95% CI: 13.4 to 21.5),10,24 (95% CI: 19 to 28.9),12,6.78,0.261,9,9.87 (95% CI: 5.95 to 14.2),10,11.5 (95% CI: 6.37 to 16.3),1200,1.59,0.0611,9,135 (95% CI: 82.1 to 193),10,91.6 (95% CI: 51.1 to 131),12,-43.3,98.5,7
4,"Race, Ethnicity, Education, Poverty Status",26,1993-2019,Non-Hispanic,White,All,<HS,Not In Poverty,11 (95% CI: 9.59 to 12.6),5,24.3 (95% CI: 21.8 to 26.6),13,13.3,0.512,12,3.65 (95% CI: 2.24 to 5.24),5,11.8 (95% CI: 9.34 to 14),1300,8.11,0.312,13,49.9 (95% CI: 29.9 to 71.4),5,94 (95% CI: 74.2 to 114),13,44.1,101,15
4,"Race, Ethnicity, Education, Poverty Status",26,1993-2019,Non-Hispanic,White,All,>=HS,In Poverty,15.1 (95% CI: 13.3 to 16.8),9,31.8 (95% CI: 30.5 to 33.1),14,16.7,0.641,13,7.79 (95% CI: 5.91 to 9.62),9,19.3 (95% CI: 17.8 to 20.8),1400,11.5,0.441,14,107 (95% CI: 80.1 to 134),9,154 (95% CI: 141 to 168),14,47.4,101,14
4,"Race, Ethnicity, Education, Poverty Status",26,1993-2019,Non-Hispanic,White,All,<HS,In Poverty,18.8 (95% CI: 16.3 to 21.5),11,40.1 (95% CI: 36.8 to 43.4),15,21.3,0.819,15,11.5 (95% CI: 9 to 14.2),11,27.5 (95% CI: 24.3 to 30.9),1500,16.1,0.619,15,157 (95% CI: 122 to 193),11,220 (95% CI: 193 to 249),15,63.6,100,13
4,"Race, Ethnicity, Education, Poverty Status",1,2011-2011,Hispanic,Black,All,<HS,Not In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Race, Ethnicity, Sex, Education",26,1993-2019,Hispanic,White,Male,<HS,All,21.2 (95% CI: 9.88 to 36.3),12,8.99 (95% CI: 6.64 to 11.9),1,-12.2,-0.469,1,14.9 (95% CI: 3.65 to 30),12,-2.67 (95% CI: -5.08 to 0.201),100,-17.5,-0.674,1,235 (95% CI: 58.4 to 484),12,-22.9 (95% CI: -43 to 1.75),1,-257,91,3
4,"Race, Ethnicity, Sex, Education",26,1993-2019,Hispanic,White,Male,>=HS,All,6.14 (95% CI: 4.19 to 8.58),1,11.6 (95% CI: 9.94 to 13.5),2,5.46,0.21,7,-0.196 (95% CI: -2.3 to 2.34),1,-0.0559 (95% CI: -1.68 to 1.92),200,0.14,0.00537,7,-2.94 (95% CI: -35.5 to 37.3),1,-0.442 (95% CI: -14.4 to 16.5),2,2.5,98,7
4,"Race, Ethnicity, Sex, Education",26,1993-2019,Non-Hispanic,White,Male,>=HS,All,6.34 (95% CI: 5.92 to 6.79),2,11.7 (95% CI: 11.2 to 12),3,5.32,0.205,6,0 (95% CI: 0 to 0),2,0 (95% CI: 0 to 0),300,0,0,6,0 (95% CI: 0 to 0),2,0 (95% CI: 0 to 0),3,0,100,13
4,"Race, Ethnicity, Sex, Education",7,2009-2019,Hispanic,Black,Male,<HS,All,NA,NA,11.9 (95% CI: 5.36 to 18.6),4,NA,0.0252,2,NA,NA,0.252 (95% CI: -6.4 to 6.87),400,NA,-0.344,2,NA,NA,2.17 (95% CI: -53.9 to 59),4,NA,95.9,5
4,"Race, Ethnicity, Sex, Education",26,1993-2019,Non-Hispanic,Black,Male,>=HS,All,7.17 (95% CI: 5.76 to 8.73),3,12.7 (95% CI: 11.2 to 14),5,5.51,0.212,8,0.831 (95% CI: -0.587 to 2.54),3,1.02 (95% CI: -0.506 to 2.43),500,0.191,0.00733,8,13.3 (95% CI: -9.25 to 41.1),3,8.79 (95% CI: -4.22 to 20.9),5,-4.46,99.6,11
4,"Race, Ethnicity, Sex, Education",26,1993-2019,Hispanic,White,Female,<HS,All,13 (95% CI: 8.29 to 18.8),8,13.8 (95% CI: 10.7 to 16.9),6,0.792,0.0304,3,6.63 (95% CI: 1.82 to 12.6),8,2.1 (95% CI: -1.16 to 5.31),600,-4.53,-0.174,3,105 (95% CI: 29 to 200),8,18.1 (95% CI: -9.65 to 46.6),6,-86.7,95.8,4
4,"Race, Ethnicity, Sex, Education",12,2004-2019,Hispanic,Black,Male,>=HS,All,NA,NA,14.8 (95% CI: 8.11 to 22.9),7,NA,0.313,12,NA,NA,3.12 (95% CI: -3.35 to 11.1),700,NA,0.0551,11,NA,NA,26.8 (95% CI: -28.7 to 96.1),7,NA,89.9,1
4,"Race, Ethnicity, Sex, Education",26,1993-2019,Hispanic,White,Female,>=HS,All,9.89 (95% CI: 7.3 to 12.6),5,15.7 (95% CI: 13.8 to 17.7),8,5.82,0.224,9,3.55 (95% CI: 0.935 to 6.39),5,4.06 (95% CI: 2.1 to 6.02),800,0.504,0.0194,9,56.2 (95% CI: 14.7 to 103),5,34.9 (95% CI: 17.6 to 51.7),8,-21.4,98.8,9
4,"Race, Ethnicity, Sex, Education",24,1994-2019,Hispanic,Black,Female,>=HS,All,NA,NA,16.2 (95% CI: 11.5 to 21.6),9,NA,0.0759,4,NA,NA,4.53 (95% CI: -0.174 to 9.9),900,NA,-0.137,4,NA,NA,38.9 (95% CI: -1.45 to 87.2),9,NA,90.6,2
4,"Race, Ethnicity, Sex, Education",26,1993-2019,Non-Hispanic,Black,Female,>=HS,All,10.7 (95% CI: 9.37 to 12),7,16.8 (95% CI: 15.7 to 18.1),10,6.13,0.236,10,4.38 (95% CI: 3.02 to 5.73),7,5.19 (95% CI: 3.85 to 6.51),1000,0.814,0.0313,10,69.2 (95% CI: 46.4 to 93.6),7,44.6 (95% CI: 32.6 to 56.6),10,-24.6,99.1,10
4,"Race, Ethnicity, Sex, Education",26,1993-2019,Non-Hispanic,White,Female,>=HS,All,9.77 (95% CI: 9.28 to 10.3),4,16.9 (95% CI: 16.4 to 17.4),11,7.14,0.275,11,3.43 (95% CI: 2.72 to 4.15),4,5.25 (95% CI: 4.63 to 5.9),1100,1.82,0.0701,12,54.3 (95% CI: 41.1 to 68.7),4,45.1 (95% CI: 38.7 to 51.6),11,-9.19,99.6,12
4,"Race, Ethnicity, Sex, Education",26,1993-2019,Non-Hispanic,Black,Female,<HS,All,16 (95% CI: 12.9 to 19.2),10,20.3 (95% CI: 16.4 to 25.2),12,4.36,0.168,5,9.63 (95% CI: 6.5 to 12.9),10,8.67 (95% CI: 4.76 to 13.5),1200,-0.958,-0.0368,5,152 (95% CI: 100 to 206),10,74.5 (95% CI: 41.6 to 116),12,-77.8,97.1,6
4,"Race, Ethnicity, Sex, Education",26,1993-2019,Non-Hispanic,White,Male,<HS,All,10.5 (95% CI: 8.65 to 12.7),6,23.1 (95% CI: 20.8 to 25.6),13,12.5,0.482,14,4.21 (95% CI: 2.26 to 6.41),6,11.4 (95% CI: 9.09 to 14),1300,7.21,0.277,14,66.6 (95% CI: 35.2 to 101),6,98 (95% CI: 77.3 to 121),13,31.5,100,14
4,"Race, Ethnicity, Sex, Education",26,1993-2019,Non-Hispanic,Black,Male,<HS,All,13.7 (95% CI: 9.41 to 18.3),9,23.8 (95% CI: 18.4 to 29.3),14,10.2,0.391,13,7.34 (95% CI: 2.83 to 12),9,12.2 (95% CI: 6.5 to 17.7),1400,4.85,0.186,13,116 (95% CI: 43 to 189),9,105 (95% CI: 54.9 to 153),14,-11.4,98.6,8
4,"Race, Ethnicity, Sex, Education",26,1993-2019,Non-Hispanic,White,Female,<HS,All,16.2 (95% CI: 14.6 to 17.8),11,37.9 (95% CI: 34.7 to 41.2),15,21.7,0.835,15,9.86 (95% CI: 8.18 to 11.4),11,26.3 (95% CI: 22.9 to 29.7),1500,16.4,0.631,16,156 (95% CI: 126 to 187),11,225 (95% CI: 196 to 257),15,69.6,101,15
4,"Race, Ethnicity, Sex, Education",5,2009-2017,Hispanic,Black,Female,<HS,All,NA,NA,NA,NA,NA,0.859,16,NA,NA,NA,NA,NA,0.589,15,NA,NA,NA,NA,NA,101,16
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Hispanic,White,Male,All,Not In Poverty,6.74 (95% CI: 4.41 to 9.23),3,9.85 (95% CI: 8.16 to 11.6),1,3.11,0.12,4,0.719 (95% CI: -1.72 to 3.28),3,-1.2 (95% CI: -2.87 to 0.698),100,-1.92,-0.0738,4,12.1 (95% CI: -27.9 to 55.2),3,-10.8 (95% CI: -26.3 to 6.44),1,-23,97.4,8
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,White,Male,All,Not In Poverty,6.02 (95% CI: 5.6 to 6.47),1,11 (95% CI: 10.7 to 11.5),2,5.03,0.193,8,0 (95% CI: 0 to 0),1,0 (95% CI: 0 to 0),200,0,0,8,0 (95% CI: 0 to 0),1,0 (95% CI: 0 to 0),2,0,100,14
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,Black,Male,All,Not In Poverty,6.09 (95% CI: 4.68 to 7.56),2,12.3 (95% CI: 10.8 to 13.8),3,6.19,0.238,11,0.0686 (95% CI: -1.36 to 1.67),2,1.23 (95% CI: -0.328 to 2.81),300,1.16,0.0446,12,1.28 (95% CI: -22.2 to 28),2,11.2 (95% CI: -2.92 to 25.8),3,9.88,99.9,13
4,"Race, Ethnicity, Sex, Poverty Status",9,2010-2019,Hispanic,Black,Male,All,Not In Poverty,NA,NA,12.9 (95% CI: 6.36 to 21.7),4,NA,0.00877,2,NA,NA,1.85 (95% CI: -4.75 to 10.7),400,NA,-0.365,1,NA,NA,16.8 (95% CI: -43.1 to 95.8),4,NA,91.5,2
4,"Race, Ethnicity, Sex, Poverty Status",24,1993-2019,Hispanic,White,Male,All,In Poverty,16.2 (95% CI: 7.75 to 28.1),11,13.1 (95% CI: 10.5 to 15.9),5,-3.13,-0.12,1,10.2 (95% CI: 1.74 to 22.4),11,2.05 (95% CI: -0.546 to 4.8),500,-8.16,-0.314,2,170 (95% CI: 30.3 to 378),11,18.6 (95% CI: -4.86 to 43.5),5,-151,94.8,4
4,"Race, Ethnicity, Sex, Poverty Status",21,1995-2019,Hispanic,Black,Female,All,Not In Poverty,NA,NA,14 (95% CI: 8.93 to 20.1),6,NA,0.139,5,NA,NA,2.98 (95% CI: -2.08 to 8.94),600,NA,-0.0546,5,NA,NA,27 (95% CI: -18.7 to 80.6),6,NA,93.4,3
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Hispanic,White,Female,All,Not In Poverty,7.88 (95% CI: 5.92 to 10.1),4,14.5 (95% CI: 12.5 to 16.7),7,6.66,0.256,12,1.86 (95% CI: -0.235 to 4.14),4,3.49 (95% CI: 1.29 to 5.61),700,1.63,0.0627,13,31.1 (95% CI: -3.49 to 71.9),4,31.7 (95% CI: 11.5 to 52.3),7,0.59,99.2,11
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,Black,Female,All,Not In Poverty,10.3 (95% CI: 8.91 to 11.8),6,15 (95% CI: 13.6 to 16.3),8,4.65,0.179,6,4.32 (95% CI: 2.75 to 5.81),6,3.94 (95% CI: 2.43 to 5.44),800,-0.378,-0.0145,6,72 (95% CI: 44.9 to 99.7),6,35.7 (95% CI: 21.5 to 49.4),8,-36.2,98.7,9
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,White,Female,All,Not In Poverty,9.23 (95% CI: 8.74 to 9.7),5,15.3 (95% CI: 14.8 to 15.8),9,6.1,0.235,10,3.21 (95% CI: 2.56 to 3.87),5,4.28 (95% CI: 3.53 to 4.94),900,1.07,0.0411,11,53.6 (95% CI: 41.3 to 68.8),5,38.8 (95% CI: 31.2 to 45.7),9,-14.8,99.5,12
4,"Race, Ethnicity, Sex, Poverty Status",8,2009-2019,Hispanic,Black,Male,All,In Poverty,NA,NA,15.9 (95% CI: 9.25 to 26.1),10,NA,0.407,14,NA,NA,4.81 (95% CI: -1.78 to 15),1000,NA,0.0373,10,NA,NA,43.6 (95% CI: -16.2 to 135),10,NA,89.1,1
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Hispanic,White,Female,All,In Poverty,15.6 (95% CI: 10.6 to 21.3),10,15.9 (95% CI: 13.5 to 18.5),11,0.308,0.0118,3,9.57 (95% CI: 4.57 to 15.2),10,4.85 (95% CI: 2.47 to 7.48),1100,-4.72,-0.182,3,159 (95% CI: 74.9 to 258),10,43.9 (95% CI: 22.3 to 68.3),11,-115,96.4,6
4,"Race, Ethnicity, Sex, Poverty Status",14,1994-2019,Hispanic,Black,Female,All,In Poverty,NA,NA,19.7 (95% CI: 12.2 to 28.9),12,NA,0.212,9,NA,NA,8.69 (95% CI: 1.16 to 17.7),1200,NA,0.00771,9,NA,NA,78.7 (95% CI: 10.7 to 163),12,NA,95,5
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,Black,Male,All,In Poverty,15.5 (95% CI: 11.1 to 19.7),9,20.5 (95% CI: 17.1 to 24.2),13,5.02,0.193,7,9.44 (95% CI: 5.29 to 13.8),9,9.44 (95% CI: 5.93 to 13.1),1300,-0.00599,-2.3e-4,7,157 (95% CI: 87 to 230),9,85.5 (95% CI: 53.3 to 120),13,-71.7,96.8,7
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,Black,Female,All,In Poverty,14 (95% CI: 11.8 to 16.4),8,22.2 (95% CI: 19.7 to 24.7),14,8.13,0.313,13,8.03 (95% CI: 5.75 to 10.4),8,11.1 (95% CI: 8.71 to 13.6),1400,3.1,0.119,14,134 (95% CI: 91.7 to 175),8,101 (95% CI: 77 to 123),14,-32.8,99,10
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,White,Male,All,In Poverty,13.8 (95% CI: 11.7 to 16),7,28.5 (95% CI: 26.5 to 30.4),15,14.7,0.566,15,7.78 (95% CI: 5.56 to 10.1),7,17.5 (95% CI: 15.5 to 19.3),1500,9.68,0.372,15,130 (95% CI: 90.2 to 172),7,158 (95% CI: 138 to 178),15,28.5,100,15
4,"Race, Ethnicity, Sex, Poverty Status",26,1993-2019,Non-Hispanic,White,Female,All,In Poverty,17.5 (95% CI: 15.7 to 19.4),12,36.7 (95% CI: 35 to 38.5),16,19.2,0.737,16,11.5 (95% CI: 9.62 to 13.4),12,25.6 (95% CI: 24.1 to 27.5),1600,14.1,0.544,16,191 (95% CI: 155 to 231),12,232 (95% CI: 214 to 253),16,40.8,100,16
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,White,Male,>=HS,Not In Poverty,5.8 (95% CI: 5.39 to 6.22),2,10.4 (95% CI: 10.1 to 10.8),1,4.65,0.179,4,0 (95% CI: 0 to 0),2,0 (95% CI: 0 to 0),100,0,0,4,0 (95% CI: 0 to 0),2,0 (95% CI: 0 to 0),1,0,100,15
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,Black,Male,>=HS,Not In Poverty,5.48 (95% CI: 4.26 to 7.05),1,11.6 (95% CI: 10.1 to 13.1),2,6.17,0.237,9,-0.326 (95% CI: -1.61 to 1.25),1,1.2 (95% CI: -0.363 to 2.76),200,1.53,0.0587,9,-5.46 (95% CI: -27.3 to 22.3),1,11.5 (95% CI: -3.5 to 26.2),2,17,100,16
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,White,Female,>=HS,Not In Poverty,8.86 (95% CI: 8.36 to 9.33),3,14.7 (95% CI: 14.2 to 15.2),3,5.81,0.224,7,3.05 (95% CI: 2.43 to 3.75),3,4.22 (95% CI: 3.51 to 4.84),300,1.17,0.0449,7,52.8 (95% CI: 40.1 to 68.4),3,40.4 (95% CI: 32.7 to 47.2),3,-12.4,99.5,11
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,Black,Female,>=HS,Not In Poverty,9.89 (95% CI: 8.45 to 11.5),5,14.9 (95% CI: 13.6 to 16.3),4,5.02,0.193,5,4.09 (95% CI: 2.57 to 5.57),5,4.46 (95% CI: 2.92 to 5.89),400,0.375,0.0144,5,70.6 (95% CI: 43 to 97.6),5,42.8 (95% CI: 27.6 to 57.2),4,-27.9,98.9,8
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,Black,Female,<HS,Not In Poverty,14.9 (95% CI: 10.6 to 20.1),11,15.5 (95% CI: 10.5 to 21.3),5,0.616,0.0237,2,9.12 (95% CI: 4.59 to 14.3),11,5.09 (95% CI: -0.0635 to 10.6),500,-4.03,-0.155,2,158 (95% CI: 79.6 to 247),11,48.8 (95% CI: -0.587 to 103),5,-109,94.2,1
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,White,Male,<HS,Not In Poverty,8.95 (95% CI: 7.18 to 11.3),4,16.5 (95% CI: 14.3 to 19.1),6,7.53,0.29,11,3.15 (95% CI: 1.35 to 5.31),4,6.03 (95% CI: 3.75 to 8.66),600,2.89,0.111,11,54.4 (95% CI: 22.7 to 93.8),4,57.8 (95% CI: 36.1 to 84.1),6,3.39,99.6,12
4,"Race, Sex, Education, Poverty Status",26,1993-2019,All,Black,Male,>=HS,In Poverty,13.8 (95% CI: 8.39 to 18.6),10,18.4 (95% CI: 14.7 to 22.4),7,4.63,0.178,3,7.99 (95% CI: 2.56 to 13),10,7.98 (95% CI: 4.27 to 12),700,-0.0126,-4.84e-4,3,138 (95% CI: 43.9 to 230),10,76.4 (95% CI: 40.8 to 116),7,-61.6,97.8,6
