stratifications,stratifying_by,n_unsuppressed_estimates,estimate_range,ethnicity,race,sex,education,poverty,FMD_prev_2001,FMD_prev_2001_rank,FMD_prev_2019,FMD_prev_2019_rank,FMD_prev_change_2001_2019,FMD_prev_annual_change,FMD_prev_annual_change_rank,FMD_ineq_abs_2001,FMD_ineq_abs_2001_rank,FMD_ineq_abs_2019,FMD_ineq_abs_2019_rank,FMD_ineq_abs_change_2001_2019,FMD_ineq_abs_annual_change,FMD_ineq_abs_annual_change_rank,FMD_ineq_mult_2001,FMD_ineq_mult_2001_rank,FMD_ineq_mult_2019,FMD_ineq_mult_2019_rank,FMD_ineq_mult_change_2001_2019,FMD_ineq_mult_annual_change,FMD_ineq_mult_annual_change_rank
3,"Race, Ethnicity, Sex",18,2001-2019,Hispanic,White,Male,All,All,10.8 (95% CI: 7.52 to 15.1),5,10.9 (95% CI: 9.52 to 12.3),3,0.00112,0.0349,3,2.6 (95% CI: -0.616 to 6.94),5,-1.69 (95% CI: -3.19 to -0.164),300,-4.29,-0.217,3,31.7 (95% CI: -7.57 to 85.1),5,-13.4 (95% CI: -24.9 to -1.32),3,-45.1,-2.22,5
3,"Race, Ethnicity, Sex",18,2001-2019,Non-Hispanic,White,Male,All,All,8.25 (95% CI: 7.86 to 8.62),4,12.5 (95% CI: 12.1 to 12.9),4,4.29,0.252,7,0 (95% CI: 0 to 0),4,0 (95% CI: 0 to 0),400,0,0,7,0 (95% CI: 0 to 0),4,0 (95% CI: 0 to 0),4,0,0,9
3,"Race, Ethnicity, Sex",18,2001-2019,Non-Hispanic,Asian,Female,All,All,5.23 (95% CI: 3.24 to 7.93),1,12.6 (95% CI: 10.1 to 15.1),5,7.37,0.305,8,-3.01 (95% CI: -5.1 to -0.371),1,0.0699 (95% CI: -2.7 to 2.56),500,3.08,0.053,9,-36.5 (95% CI: -60.8 to -4.44),1,0.58 (95% CI: -21.2 to 20.2),5,37,0.624,10
3,"Race, Ethnicity, Sex",16,2003-2019,Hispanic,NAAN,Male,All,All,NA,NA,14 (95% CI: 10.2 to 18.2),6,NA,-0.0604,2,NA,NA,1.45 (95% CI: -2.37 to 5.74),600,NA,-0.356,2,NA,NA,11.6 (95% CI: -19 to 46.7),6,NA,-4.81,2
3,"Race, Ethnicity, Sex",18,2001-2019,Hispanic,White,Female,All,All,12.3 (95% CI: 10.3 to 14.5),6,15.2 (95% CI: 13.5 to 16.8),7,2.89,0.174,6,4.05 (95% CI: 2 to 6.33),6,2.64 (95% CI: 0.879 to 4.31),700,-1.41,-0.0783,6,49.2 (95% CI: 23.2 to 75.9),6,21.1 (95% CI: 6.91 to 34.5),7,-28.1,-1.6,6
3,"Race, Ethnicity, Sex",18,2001-2019,Hispanic,NAAN,Female,All,All,28.4 (95% CI: 18.3 to 39.4),10,16.5 (95% CI: 11.7 to 21.3),8,-11.9,-0.275,1,20.2 (95% CI: 10 to 31.4),10,3.93 (95% CI: -1.03 to 8.87),800,-16.2,-0.527,1,245 (95% CI: 118 to 384),10,31.4 (95% CI: -8.07 to 70.2),8,-213,-7.36,1
3,"Race, Ethnicity, Sex",18,2001-2019,Non-Hispanic,NAAN,Male,All,All,13.7 (95% CI: 9.98 to 18.3),8,17.4 (95% CI: 14 to 21.6),9,3.72,0.139,5,5.46 (95% CI: 1.63 to 10.1),8,4.89 (95% CI: 1.45 to 9.05),900,-0.567,-0.113,5,66.3 (95% CI: 19.8 to 121),8,39 (95% CI: 11.4 to 72.1),9,-27.2,-2.57,4
3,"Race, Ethnicity, Sex",18,2001-2019,Non-Hispanic,White,Female,All,All,12.5 (95% CI: 12.1 to 12.9),7,18.1 (95% CI: 17.6 to 18.6),10,5.54,0.333,11,4.28 (95% CI: 3.78 to 4.88),7,5.53 (95% CI: 4.86 to 6.21),1000,1.25,0.0809,11,52 (95% CI: 44 to 61.2),7,44.2 (95% CI: 37.4 to 50.7),10,-7.86,-0.37,8
3,"Race, Ethnicity, Sex",16,2001-2019,Non-Hispanic,NHPI,Female,All,All,7.35 (95% CI: 3.59 to 12.7),3,18.3 (95% CI: 12.7 to 24.3),11,10.9,0.717,12,-0.895 (95% CI: -4.71 to 4.33),3,5.76 (95% CI: 0.155 to 11.6),1100,6.66,0.424,12,-10.8 (95% CI: -55.9 to 52.1),3,46 (95% CI: 1.23 to 93.4),11,56.8,3.55,12
3,"Race, Ethnicity, Sex",5,2011-2019,Hispanic,NHPI,Male,All,All,NA,NA,19.9 (95% CI: 8.55 to 33.1),12,NA,1.73,13,NA,NA,7.34 (95% CI: -3.82 to 20.5),1200,NA,1.13,13,NA,NA,58.6 (95% CI: -30.9 to 164),12,NA,7.63,13
3,"Race, Ethnicity, Sex",18,2001-2019,Non-Hispanic,NAAN,Female,All,All,21.5 (95% CI: 17 to 26.2),9,25.9 (95% CI: 22.4 to 30),13,4.48,0.308,9,13.2 (95% CI: 8.84 to 17.9),9,13.4 (95% CI: 9.85 to 17.4),1300,0.187,0.0563,10,160 (95% CI: 107 to 220),9,107 (95% CI: 77.6 to 139),13,-53.5,-2.59,3
3,"Race, Ethnicity, Sex",4,2013-2018,Hispanic,NHPI,Female,All,All,NA,NA,NA,NA,NA,3.22,14,NA,NA,NA,NA,NA,2.86,14,NA,NA,NA,NA,NA,23.4,14
3,"Race, Ethnicity, Sex",1,2017-2017,Hispanic,Asian,Female,All,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Race, Ethnicity, Sex",1,2018-2018,Hispanic,Asian,Male,All,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Race, Sex, Education",18,2001-2019,All,Asian,Male,>=HS,All,7.11 (95% CI: 4.41 to 10.2),2,8.38 (95% CI: 6.78 to 9.96),1,1.27,0.0936,3,-0.876 (95% CI: -3.62 to 2.31),2,-3.27 (95% CI: -4.86 to -1.64),100,-2.39,-0.129,3,-10.8 (95% CI: -44.9 to 29.2),2,-28.1 (95% CI: -41.6 to -13.9),1,-17.2,-0.848,8
3,"Race, Sex, Education",18,2001-2019,All,White,Male,>=HS,All,7.99 (95% CI: 7.5 to 8.59),4,11.7 (95% CI: 11.2 to 12),2,3.66,0.223,5,0 (95% CI: 0 to 0),4,0 (95% CI: 0 to 0),200,0,0,6,0 (95% CI: 0 to 0),4,0 (95% CI: 0 to 0),2,0,0,10
3,"Race, Sex, Education",18,2001-2019,All,Asian,Female,>=HS,All,4.8 (95% CI: 2.95 to 7.28),1,12.6 (95% CI: 10.1 to 15.2),3,7.77,0.338,9,-3.19 (95% CI: -5.07 to -0.754),1,0.921 (95% CI: -1.68 to 3.38),300,4.11,0.115,9,-39.8 (95% CI: -63 to -9.38),1,7.92 (95% CI: -14.2 to 28.5),3,47.8,1.21,11
3,"Race, Sex, Education",13,2005-2019,All,NHPI,Male,>=HS,All,NA,NA,12.8 (95% CI: 8.18 to 18.6),4,NA,0.62,12,NA,NA,1.18 (95% CI: -3.54 to 7.06),400,NA,0.292,12,NA,NA,10.2 (95% CI: -30.7 to 61.4),4,NA,3.36,13
3,"Race, Sex, Education",4,2015-2019,All,Asian,Male,<HS,All,NA,NA,13.5 (95% CI: 6.25 to 23.6),5,NA,-1.8,1,NA,NA,1.83 (95% CI: -5.46 to 11.9),500,NA,-2.46,1,NA,NA,15.7 (95% CI: -45.8 to 104),5,NA,-28,1
3,"Race, Sex, Education",18,2001-2019,All,NAAN,Male,>=HS,All,11.3 (95% CI: 7.23 to 16.3),5,15.9 (95% CI: 13.2 to 19.2),6,4.6,0.223,6,3.31 (95% CI: -0.687 to 8.5),5,4.25 (95% CI: 1.43 to 7.64),600,0.937,8.72e-4,7,41.6 (95% CI: -8.87 to 106),5,36.5 (95% CI: 12.1 to 65.7),6,-5.07,-1.04,7
3,"Race, Sex, Education",17,2001-2019,All,NAAN,Male,<HS,All,13.3 (95% CI: 6.82 to 23.1),8,16 (95% CI: 11.2 to 21.5),7,2.66,0.232,7,5.33 (95% CI: -1.13 to 14.9),8,4.34 (95% CI: -0.511 to 9.89),700,-0.999,-0.0071,4,67 (95% CI: -14.1 to 189),8,37.3 (95% CI: -4.29 to 85.1),7,-29.7,-1.23,5
3,"Race, Sex, Education",18,2001-2019,All,White,Female,>=HS,All,11.8 (95% CI: 11.4 to 12.2),6,16.8 (95% CI: 16.3 to 17.3),8,4.94,0.299,8,3.83 (95% CI: 3.13 to 4.51),6,5.11 (95% CI: 4.48 to 5.7),800,1.27,0.076,8,48.2 (95% CI: 36.5 to 59.5),6,43.9 (95% CI: 37.8 to 50.2),8,-4.28,-0.281,9
3,"Race, Sex, Education",18,2001-2019,All,White,Male,<HS,All,12.9 (95% CI: 11.3 to 14.8),7,17.7 (95% CI: 16.2 to 19.6),9,4.84,0.221,4,4.92 (95% CI: 3.06 to 6.87),7,6.09 (95% CI: 4.48 to 7.93),900,1.18,-0.00188,5,61.7 (95% CI: 37.6 to 89.3),7,52.3 (95% CI: 38.1 to 70.7),9,-9.38,-1.52,3
3,"Race, Sex, Education",18,2001-2019,All,NAAN,Female,>=HS,All,23.3 (95% CI: 18.2 to 28.2),10,22.1 (95% CI: 18.8 to 25.5),10,-1.17,0.0519,2,15.3 (95% CI: 10.3 to 20.1),10,10.4 (95% CI: 7.25 to 13.8),1000,-4.83,-0.171,2,192 (95% CI: 128 to 255),10,89.7 (95% CI: 62.7 to 119),10,-102,-4.7,2
3,"Race, Sex, Education",18,2001-2019,All,NAAN,Female,<HS,All,23.5 (95% CI: 13.7 to 34.5),11,25.2 (95% CI: 18.4 to 33),11,1.75,0.394,10,15.5 (95% CI: 5.69 to 26.6),11,13.6 (95% CI: 6.75 to 21.5),1100,-1.91,0.171,10,194 (95% CI: 71.6 to 337),11,117 (95% CI: 58.4 to 184),11,-77.5,-1.07,6
3,"Race, Sex, Education",18,2001-2019,All,White,Female,<HS,All,19.3 (95% CI: 17.5 to 21.2),9,26.4 (95% CI: 24 to 28.6),12,7.13,0.405,11,11.3 (95% CI: 9.47 to 13.4),9,14.7 (95% CI: 12.2 to 17),1200,3.47,0.183,11,141 (95% CI: 116 to 171),9,127 (95% CI: 102 to 147),12,-14.8,-1.27,4
3,"Race, Sex, Education",17,2001-2019,All,NHPI,Female,>=HS,All,7.91 (95% CI: 4.13 to 13),3,30.4 (95% CI: 19.5 to 43.8),13,22.5,0.76,13,-0.0805 (95% CI: -3.79 to 4.84),3,18.7 (95% CI: 7.83 to 32.2),1300,18.8,0.521,13,-0.821 (95% CI: -47.6 to 61.2),3,161 (95% CI: 66.1 to 279),13,162,1.64,12
3,"Race, Sex, Education",0,NA,All,NHPI,Female,<HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Race, Sex, Education",1,2016-2016,All,Asian,Female,<HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Race, Sex, Education",2,2016-2017,All,NHPI,Male,<HS,All,NA,NA,NA,NA,NA,10.3,14,NA,NA,NA,NA,NA,9.37,14,NA,NA,NA,NA,NA,91.9,14
3,"Race, Sex, Poverty Status",18,2001-2019,All,Asian,Male,All,Not In Poverty,4.14 (95% CI: 2.45 to 6.44),1,7.87 (95% CI: 6.14 to 9.58),1,3.73,0.163,5,-3.69 (95% CI: -5.53 to -1.43),1,-3.04 (95% CI: -4.69 to -1.06),100,0.645,-0.0275,5,-47 (95% CI: -69.2 to -18.6),1,-27.9 (95% CI: -43.1 to -10.1),1,19.1,0.314,12
3,"Race, Sex, Poverty Status",18,2001-2019,All,White,Male,All,Not In Poverty,7.83 (95% CI: 7.34 to 8.41),3,10.9 (95% CI: 10.5 to 11.3),2,3.08,0.191,8,0 (95% CI: 0 to 0),3,0 (95% CI: 0 to 0),200,0,0,8,0 (95% CI: 0 to 0),3,0 (95% CI: 0 to 0),2,0,0,11
3,"Race, Sex, Poverty Status",18,2001-2019,All,Asian,Female,All,Not In Poverty,5.41 (95% CI: 3.24 to 8.7),2,11.6 (95% CI: 9.28 to 14.3),3,6.17,0.262,10,-2.42 (95% CI: -4.84 to 0.64),2,0.664 (95% CI: -1.73 to 3.24),300,3.08,0.0714,10,-30.8 (95% CI: -58.8 to 7.92),2,6.12 (95% CI: -15.7 to 29.5),3,36.9,0.744,13
3,"Race, Sex, Poverty Status",13,2001-2019,All,Asian,Male,All,In Poverty,24 (95% CI: 10 to 39.9),11,11.8 (95% CI: 7.59 to 16.5),4,-12.2,0.399,13,16.1 (95% CI: 1.96 to 31.8),11,0.857 (95% CI: -3.4 to 5.57),400,-15.3,0.12,12,206 (95% CI: 24.6 to 402),11,7.88 (95% CI: -30.5 to 52.3),4,-199,1.39,14
3,"Race, Sex, Poverty Status",12,2004-2019,All,NHPI,Male,All,Not In Poverty,NA,NA,12.5 (95% CI: 7.95 to 18.2),5,NA,0.0759,4,NA,NA,1.61 (95% CI: -2.97 to 7.29),500,NA,-0.255,4,NA,NA,14.8 (95% CI: -27.1 to 67.5),5,NA,-4.49,4
3,"Race, Sex, Poverty Status",18,2001-2019,All,White,Female,All,Not In Poverty,11.4 (95% CI: 11 to 11.8),6,15.3 (95% CI: 14.7 to 15.7),6,3.81,0.238,9,3.61 (95% CI: 2.98 to 4.27),6,4.34 (95% CI: 3.6 to 5.01),600,0.727,0.0471,9,46.2 (95% CI: 36.3 to 57.6),6,39.8 (95% CI: 32.1 to 46.9),6,-6.47,-0.38,9
3,"Race, Sex, Poverty Status",18,2001-2019,All,NAAN,Male,All,In Poverty,13.5 (95% CI: 8.06 to 19.6),7,15.9 (95% CI: 12 to 20.1),7,2.39,-0.116,3,5.66 (95% CI: 0.199 to 11.9),7,4.96 (95% CI: 1.02 to 9.41),700,-0.695,-0.307,3,72.4 (95% CI: 2.51 to 156),7,45.5 (95% CI: 9.41 to 87.1),7,-26.9,-5.21,3
3,"Race, Sex, Poverty Status",18,2001-2019,All,NAAN,Male,All,Not In Poverty,11.4 (95% CI: 7.14 to 16.9),5,15.9 (95% CI: 12.4 to 19.7),8,4.51,0.172,6,3.59 (95% CI: -0.669 to 9.21),5,5.02 (95% CI: 1.52 to 8.61),800,1.43,-0.0185,6,46 (95% CI: -8.36 to 115),5,46 (95% CI: 14 to 78.9),8,0.00812,-1.42,6
3,"Race, Sex, Poverty Status",16,2001-2019,All,NHPI,Female,All,Not In Poverty,8.5 (95% CI: 3.86 to 14.3),4,16.4 (95% CI: 10.8 to 23.4),9,7.91,0.567,15,0.672 (95% CI: -4.18 to 6.49),4,5.5 (95% CI: -0.173 to 12.3),900,4.83,0.335,15,8.8 (95% CI: -52.1 to 84.7),4,50.4 (95% CI: -1.56 to 112),9,41.6,2.93,15
3,"Race, Sex, Poverty Status",15,2004-2019,All,Asian,Female,All,In Poverty,NA,NA,16.7 (95% CI: 10.6 to 23.2),10,NA,0.343,11,NA,NA,5.74 (95% CI: -0.377 to 12.3),1000,NA,0.0854,11,NA,NA,52.6 (95% CI: -3.41 to 113),10,NA,-0.689,8
3,"Race, Sex, Poverty Status",18,2001-2019,All,NAAN,Female,All,Not In Poverty,17.7 (95% CI: 13.6 to 22.5),9,20.3 (95% CI: 16.6 to 24),11,2.52,0.189,7,9.92 (95% CI: 5.69 to 14.7),9,9.35 (95% CI: 5.67 to 13.1),1100,-0.567,-0.00237,7,127 (95% CI: 70.5 to 188),9,85.7 (95% CI: 51.4 to 123),11,-41.2,-2.17,5
3,"Race, Sex, Poverty Status",18,2001-2019,All,White,Male,All,In Poverty,15.5 (95% CI: 13.3 to 17.8),8,22.8 (95% CI: 21.2 to 24.2),12,7.23,0.378,12,7.72 (95% CI: 5.37 to 9.97),8,11.9 (95% CI: 10.2 to 13.5),1200,4.15,0.187,13,98.7 (95% CI: 68.3 to 132),8,109 (95% CI: 93.5 to 127),12,10,-0.294,10
3,"Race, Sex, Poverty Status",18,2001-2019,All,NAAN,Female,All,In Poverty,37.9 (95% CI: 26.8 to 49.7),12,26.2 (95% CI: 21.3 to 32.1),13,-11.7,-0.22,2,30.1 (95% CI: 18.9 to 41.9),12,15.3 (95% CI: 10.4 to 21.2),1300,-14.8,-0.411,2,385 (95% CI: 237 to 538),12,140 (95% CI: 95.4 to 194),13,-244,-8.76,2
3,"Race, Sex, Poverty Status",18,2001-2019,All,White,Female,All,In Poverty,20.7 (95% CI: 18.7 to 22.5),10,28.3 (95% CI: 26.8 to 29.7),14,7.67,0.41,14,12.8 (95% CI: 10.9 to 14.8),10,17.4 (95% CI: 15.8 to 18.9),1400,4.58,0.22,14,164 (95% CI: 133 to 196),10,160 (95% CI: 142 to 177),14,-4.46,-1.14,7
3,"Race, Sex, Poverty Status",7,2008-2018,All,NHPI,Female,All,In Poverty,NA,NA,NA,NA,NA,0.929,16,NA,NA,NA,NA,NA,0.644,16,NA,NA,NA,NA,NA,4.06,16
3,"Race, Sex, Poverty Status",6,2011-2017,All,NHPI,Male,All,In Poverty,NA,NA,NA,NA,NA,-1.83,1,NA,NA,NA,NA,NA,-1.98,1,NA,NA,NA,NA,NA,-23.3,1
3,"Sex, Education, Poverty Status",18,2001-2019,All,All,Male,>=HS,Not In Poverty,6.3 (95% CI: 4.33 to 7.96),1,9.84 (95% CI: 8.13 to 11.2),1,3.54,0.166,3,-1.11 (95% CI: -3.24 to 0.472),1,-0.759 (95% CI: -2.52 to 0.679),100,0.354,-0.0276,3,-14.9 (95% CI: -42.4 to 6.28),1,-7.14 (95% CI: -23.7 to 6.41),1,7.79,-0.201,8
3,"Sex, Education, Poverty Status",18,2001-2019,All,All,Female,>=HS,Not In Poverty,9.7 (95% CI: 7.32 to 11.4),2,13.6 (95% CI: 11.2 to 15.4),2,3.91,0.183,5,2.29 (95% CI: -0.163 to 4.2),2,3.01 (95% CI: 0.534 to 4.79),200,0.721,-0.0105,5,31 (95% CI: -2.13 to 58.5),2,28.4 (95% CI: 4.94 to 45.8),2,-2.62,-0.915,6
3,"Sex, Education, Poverty Status",18,2001-2019,All,All,Male,>=HS,In Poverty,19.1 (95% CI: 10.9 to 29.8),4,15.4 (95% CI: 9.83 to 23.8),3,-3.67,-0.0449,1,11.7 (95% CI: 3.4 to 22.5),4,4.83 (95% CI: -0.707 to 13.3),300,-6.86,-0.239,1,158 (95% CI: 44.9 to 307),4,45.6 (95% CI: -6.62 to 126),3,-113,-4.46,1
3,"Sex, Education, Poverty Status",16,2004-2019,All,All,Male,<HS,Not In Poverty,NA,NA,15.8 (95% CI: 9.3 to 22.7),4,NA,0.237,7,NA,NA,5.16 (95% CI: -1.33 to 12.1),400,NA,-1.14e-4,6,NA,NA,48.8 (95% CI: -12.2 to 115),4,NA,-1.64,5
3,"Sex, Education, Poverty Status",17,2001-2019,All,All,Male,<HS,In Poverty,16.1 (95% CI: 7.3 to 27.6),3,17.4 (95% CI: 10.3 to 23.3),5,1.28,0.215,6,8.73 (95% CI: 0.0427 to 20.1),3,6.82 (95% CI: -0.168 to 12.7),500,-1.91,3.97e-4,7,118 (95% CI: 0.592 to 269),3,64.4 (95% CI: -1.61 to 121),5,-53.6,-1.9,4
3,"Sex, Education, Poverty Status",16,2003-2019,All,All,Female,<HS,Not In Poverty,NA,NA,17.5 (95% CI: 8.7 to 28),6,NA,0.155,2,NA,NA,6.88 (95% CI: -1.91 to 17.5),600,NA,-0.0593,2,NA,NA,64.9 (95% CI: -18.1 to 165),6,NA,-2.85,3
3,"Sex, Education, Poverty Status",18,2001-2019,All,All,Female,>=HS,In Poverty,19.6 (95% CI: 12 to 27.1),5,22.9 (95% CI: 16.3 to 28.4),7,3.34,0.18,4,12.1 (95% CI: 4.5 to 19.7),5,12.3 (95% CI: 5.66 to 17.9),700,0.146,-0.0138,4,164 (95% CI: 59.3 to 269),5,116 (95% CI: 53.1 to 171),7,-48.1,-3.28,2
3,"Sex, Education, Poverty Status",18,2001-2019,All,All,Female,<HS,In Poverty,20.3 (95% CI: 9.86 to 32.6),6,26.5 (95% CI: 19.2 to 35.8),8,6.21,0.465,8,12.9 (95% CI: 2.45 to 25),6,15.9 (95% CI: 8.46 to 25.3),800,3.02,0.272,8,174 (95% CI: 32.1 to 352),6,150 (95% CI: 79.3 to 240),8,-23.9,-0.257,7
4,"Ethnicity, Sex, Education, Poverty Status",18,2001-2019,Non-Hispanic,All,Male,>=HS,Not In Poverty,5.55 (95% CI: 3.66 to 7.42),1,9.13 (95% CI: 7.05 to 10.8),1,3.58,0.155,6,-1.63 (95% CI: -3.61 to 0),1,-1.42 (95% CI: -3.48 to 0),100,0.217,-0.0458,7,-22.7 (95% CI: -49.2 to 0),1,-13.4 (95% CI: -32.9 to 0),1,9.29,-0.271,12
4,"Ethnicity, Sex, Education, Poverty Status",7,2011-2019,Hispanic,All,Male,>=HS,In Poverty,NA,NA,11.9 (95% CI: 4.56 to 19.5),2,NA,0.626,14,NA,NA,1.32 (95% CI: -5.79 to 8.96),200,NA,0.229,13,NA,NA,12.6 (95% CI: -55.8 to 84.6),2,NA,2.34,14
4,"Ethnicity, Sex, Education, Poverty Status",18,2001-2019,Non-Hispanic,All,Female,>=HS,Not In Poverty,9 (95% CI: 6.63 to 11.2),2,13.2 (95% CI: 10.7 to 15.2),3,4.24,0.193,8,1.81 (95% CI: -0.604 to 4.06),2,2.7 (95% CI: 0.055 to 4.72),300,0.882,-0.00716,10,25.4 (95% CI: -8.42 to 58.3),2,25.6 (95% CI: 0.501 to 46),3,0.265,-0.831,11
4,"Ethnicity, Sex, Education, Poverty Status",10,2003-2019,Hispanic,All,Male,>=HS,Not In Poverty,NA,NA,15.7 (95% CI: 10 to 23),4,NA,0.598,13,NA,NA,5.16 (95% CI: -0.596 to 12.4),400,NA,0.304,14,NA,NA,49 (95% CI: -5.7 to 116),4,NA,2.01,13
4,"Ethnicity, Sex, Education, Poverty Status",18,2001-2019,Non-Hispanic,All,Male,>=HS,In Poverty,19.7 (95% CI: 10 to 31.7),5,16.4 (95% CI: 9.88 to 26.3),5,-3.25,0.0147,5,12.5 (95% CI: 2.82 to 24.6),5,5.89 (95% CI: -0.716 to 15.9),500,-6.61,-0.186,5,174 (95% CI: 38.6 to 339),5,55.9 (95% CI: -6.93 to 152),5,-118,-4.17,6
4,"Ethnicity, Sex, Education, Poverty Status",10,2005-2019,Non-Hispanic,All,Male,<HS,Not In Poverty,NA,NA,17.9 (95% CI: 8.51 to 26.6),6,NA,-0.0501,3,NA,NA,7.36 (95% CI: -1.97 to 16.5),600,NA,-0.35,3,NA,NA,69.9 (95% CI: -18.8 to 157),6,NA,-8.97,3
4,"Ethnicity, Sex, Education, Poverty Status",14,2001-2019,Hispanic,All,Female,>=HS,Not In Poverty,17 (95% CI: 9.15 to 29),4,18.7 (95% CI: 12.8 to 26.6),7,1.7,0.199,9,9.83 (95% CI: 1.89 to 22.2),4,8.18 (95% CI: 2.25 to 16),700,-1.65,0.0381,11,137 (95% CI: 26.6 to 307),4,77.6 (95% CI: 21.2 to 151),7,-59.4,-1.52,10
4,"Ethnicity, Sex, Education, Poverty Status",15,2003-2019,Non-Hispanic,All,Female,<HS,Not In Poverty,NA,NA,19.3 (95% CI: 8.99 to 31.2),8,NA,0.234,11,NA,NA,8.77 (95% CI: -1.3 to 20.7),800,NA,0.0517,12,NA,NA,83.2 (95% CI: -12.8 to 198),8,NA,-2.02,9
4,"Ethnicity, Sex, Education, Poverty Status",13,2001-2019,Non-Hispanic,All,Male,<HS,In Poverty,27.3 (95% CI: 15.2 to 43.2),6,21.7 (95% CI: 11.2 to 32.2),9,-5.57,-0.0179,4,20.1 (95% CI: 8.05 to 36.1),6,11.2 (95% CI: 0.747 to 21.7),900,-8.93,-0.282,4,280 (95% CI: 112 to 507),6,106 (95% CI: 7.14 to 207),9,-174,-7.23,4
4,"Ethnicity, Sex, Education, Poverty Status",17,2001-2019,Non-Hispanic,All,Female,>=HS,In Poverty,16.5 (95% CI: 8.71 to 23.7),3,22.5 (95% CI: 15.2 to 31.1),10,6,0.167,7,9.33 (95% CI: 1.6 to 16.6),3,12 (95% CI: 4.53 to 20.6),1000,2.64,-0.0158,9,130 (95% CI: 22.1 to 237),3,114 (95% CI: 43.8 to 198),10,-16.4,-3.12,8
4,"Ethnicity, Sex, Education, Poverty Status",10,2004-2019,Non-Hispanic,All,Female,<HS,In Poverty,NA,NA,33 (95% CI: 20.6 to 42.6),11,NA,0.912,15,NA,NA,22.4 (95% CI: 9.87 to 32),1100,NA,0.754,15,NA,NA,213 (95% CI: 92.4 to 307),11,NA,5.12,15
4,"Ethnicity, Sex, Education, Poverty Status",5,2012-2017,Hispanic,All,Female,<HS,In Poverty,NA,NA,NA,NA,NA,0.209,10,NA,NA,NA,NA,NA,-0.0941,6,NA,NA,NA,NA,NA,-4.14,7
4,"Ethnicity, Sex, Education, Poverty Status",0,NA,Hispanic,All,Female,<HS,Not In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Ethnicity, Sex, Education, Poverty Status",8,2009-2018,Hispanic,All,Female,>=HS,In Poverty,NA,NA,NA,NA,NA,0.283,12,NA,NA,NA,NA,NA,-0.0267,8,NA,NA,NA,NA,NA,-4.51,5
4,"Ethnicity, Sex, Education, Poverty Status",2,2015-2017,Hispanic,All,Male,<HS,In Poverty,NA,NA,NA,NA,NA,-1.92,2,NA,NA,NA,NA,NA,-2.55,2,NA,NA,NA,NA,NA,-31.4,2
4,"Ethnicity, Sex, Education, Poverty Status",2,2015-2016,Hispanic,All,Male,<HS,Not In Poverty,NA,NA,NA,NA,NA,-6.51,1,NA,NA,NA,NA,NA,-6.91,1,NA,NA,NA,NA,NA,-88.8,1
4,"Race, Ethnicity, Education, Poverty Status",18,2001-2019,Hispanic,White,All,<HS,Not In Poverty,11 (95% CI: 7.28 to 15.1),5,9.32 (95% CI: 6.25 to 13.1),1,-1.66,-0.0893,6,1.98 (95% CI: -1.72 to 6.07),5,-3.19 (95% CI: -6.2 to 0.692),100,-5.17,-0.304,6,22 (95% CI: -19.2 to 68),5,-25.5 (95% CI: -49.5 to 5.62),1,-47.6,-2.81,9
4,"Race, Ethnicity, Education, Poverty Status",18,2001-2019,Non-Hispanic,Asian,All,>=HS,Not In Poverty,4.36 (95% CI: 2.86 to 6.01),1,9.48 (95% CI: 7.99 to 10.9),2,5.12,0.215,14,-4.63 (95% CI: -6.22 to -2.92),1,-3.03 (95% CI: -4.46 to -1.51),200,1.6,3.71e-4,13,-51.5 (95% CI: -68.8 to -32.9),1,-24.2 (95% CI: -36 to -12.2),2,27.3,0.574,19
4,"Race, Ethnicity, Education, Poverty Status",10,2010-2019,Hispanic,NAAN,All,<HS,In Poverty,NA,NA,11.2 (95% CI: 4.94 to 19.4),3,NA,-0.189,4,NA,NA,-1.35 (95% CI: -7.63 to 6.83),300,NA,-0.596,3,NA,NA,-10.8 (95% CI: -60.7 to 55.1),3,NA,-6.24,4
4,"Race, Ethnicity, Education, Poverty Status",11,2009-2019,Hispanic,NAAN,All,>=HS,In Poverty,NA,NA,12.2 (95% CI: 7.83 to 17.7),4,NA,-0.0341,8,NA,NA,-0.268 (95% CI: -4.64 to 5.36),400,NA,-0.437,5,NA,NA,-2.13 (95% CI: -37.4 to 43.5),4,NA,-5.06,6
